case_id,learner_group,trace,risk_1,risk_2,risk_4,repair_profile
case_ba07f7e1677ad8d0a875,learner_4561404ba13fa0c0a9,"[{""program"":""let rec v0 v1 = match v1 > 233 with | false -> [ ] | true -> match v1 > 232 with | false -> v1 :: v0 ( v1 / 231 ) | true -> v0 ( v1 mod 231 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v0 v1 = match v1 > 233 with | false -> [ ] | true -> match v1 > 232 with | false -> v1 :: [ ] | true -> v0 ( v1 mod 231 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v0 v1 = match v1 > 233 with | false -> [ ] | true -> match v1 > 232 with | false -> v1 :: [ ] | true -> v0 ( v1 / 231 ) :: v0 ( v1 mod 231 )"",""diagnostic"":""| true -> v0 (v1 / N) :: v0 (v1 mod N);; ^^^^^^^^^^^^^^^^^^^^ Error: This expression has type int list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,1.0,0.0]"
case_2ec4a0776be99145fdb1,learner_dd92fe23693bbe1115,"[{""program"":""let v4 ( v2 , v1 ) = v3 ( ( failwith \""s257\"" ) , v1 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":5},{""program"":""let v4 ( v2 , v1 ) = v3 ( let v0 = v2 v1 in ( v0 , v0 = v1 ) , v1 )"",""diagnostic"":""(v0,v0=v1) ,v1);; ^^^^^^^^^ Error: This expression has type 'a * 'b but an expression was expected of type 'c -> 'c * bool"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v4 ( v2 , v1 ) = v3 ( let v2 v1 = let v0 = v2 v1 in ( v0 , v0 = v1 ) , v1 )"",""diagnostic"":""(v0,v0=v1) ,v1);; ^ Error: Syntax error: operator expected."",""error_family"":""syntax"",""repeat_count"":1}]",1,1,1,"[0.0,0.4,0.1,0.5]"
case_25afe35e64c1bec4cab5,learner_0cffbb6bcab7407b19,"[{""program"":""let rec v6 v12 = match v12 with C0 -> v2 | C3 -> v8 | C2 v4 -> v13"",""diagnostic"":""| C2 v4 -> v1N;; ^^^^^^^^^ Error: This expression has type expr -> expr but an expression was expected of type unit -> expr Type expr is not compatible with type unit"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v6 v12 = match v12 with C0 -> Printf . v5 \""s94\"" | C3 -> Printf . v5 \""s93\"" | C2 v9 -> Printf . v5 \""s95\"" ^ v6 v9 ^ \""s96\"" | C5 v9 -> Printf . v5 \""s92\"" ^ v6 v9 ^ \""s96\"" | C4 ( v11 , v0 ) -> | C1 ( v11 , v0 ) -> | C6 ( v10 , v1 , v14 , v7 ) ->"",""diagnostic"":""| C1 ( v1N, v0 ) ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let rec v6 v12 = match v12 with C0 -> Format . v3 \""s94\"" | C3 -> Format . v3 \""s93\"" | C2 v9 -> Format . v3 \""s95\"" ^ v6 v9 ^ \""s96\"" | C5 v9 -> Format . v3 \""s92\"" ^ v6 v9 ^ \""s96\"" | C4 ( v11 , v0 ) -> | C1 ( v11 , v0 ) -> | C6 ( v10 , v1 , v14 , v7 ) ->"",""diagnostic"":""| C1 ( v1N, v0 ) ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",1,1,0,"[0.0,0.0285714286,0.2857142857,0.6857142857]"
case_8a411ac50e37d4564538,learner_48970e81b261b343c2,"[{""program"":""let v0 v2 v1 = v3 \""s64\"" [ \""s65\"" ; List . map v2 v1 ; \""s66\"" ]"",""diagnostic"":""let v0 v2 v1 = v3 \""s\"" [\""s\""; List.map v2 v1;\""s\""];; ^^^^^^^^^^^^ Error: This expression has type 'a list but an expression was expected of type string"",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[0.0,0.5555555556,0.1111111111,0.3333333333]"
case_7fec25a85cdb0eedff61,learner_e029a9ace41e006e50,"[{""program"":""let rec v0 v7 v2 = if v7 < 454 then ( v2 , v7 ) else let v3 = v6 v7 in let v4 = v5 v3 in v0 v4 ( v2 + 455 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v0 v7 v2 = let v1 = ( v7 , v2 ) in if v7 < 454 then ( v2 , v7 ) else let v3 = v6 v7 in let v4 = v5 v3 in v0 v4 ( v2 + 455 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v0 v7 v2 = ( v7 , v2 ) if v7 < 454 then ( v2 , v7 ) else let v3 = v6 v7 in let v4 = v5 v3 in v0 v4 ( v2 + 455 )"",""diagnostic"":""if v7 < N then (v2, v7) ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",1,1,1,"[1.0,0.0,0.0,0.0]"
case_7b2807934a96623737e8,learner_6d3df0cd681260acd4,"[{""program"":""let v2 v4 v0 = let v1 = List . length ( v4 ) - List . length ( v0 ) in if v1 > 180 then v4 * ( v3 180 v1 ) else v4 * v0"",""diagnostic"":""then v4 * (v3 N v1) ^^ Error: This expression has type 'a list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v2 v4 v0 = let v1 = List . length ( v4 ) - List . length ( v0 ) in if v1 > 180 then ( v4 * ( v3 180 v1 ) ) else v4 * v0"",""diagnostic"":""then (v4 * (v3 N v1)) ^^ Error: This expression has type 'a list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v2 v4 v0 = let v1 = List . length ( v4 ) - List . length ( v0 ) in if v1 > 180 then ( v4 * ( v3 180 v1 ) ) else ( v4 * v0 )"",""diagnostic"":""then (v4 * (v3 N v1)) ^^ Error: This expression has type 'a list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.0,0.0,0.5,0.5]"
case_62e9d97cd08995a1024d,learner_e72f1b4048f5895191,"[{""program"":""let v4 v2 = let v1 v3 v6 = v3 * v3 in let v5 = v1 108 v0 in List . fold_left v1 v5 v2"",""diagnostic"":""let v5 = v1 N v0 ^^^^^ Error: Unbound value v0"",""error_family"":""name"",""repeat_count"":1},{""program"":""let v4 v2 = let v1 v3 v6 = v3 * v3 in let v5 = v1 108 v2 in List . fold_left v1 v5 v2"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v4 v2 = let v1 v3 v6 = v3 * v3 + v6 in let v5 = v1 108 v2 in List . fold_left v1 v5 v2"",""diagnostic"":""List.fold_left v1 v5 v2;; ^^ Error: This expression has type int but an expression was expected of type int list"",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[0.0,0.6666666667,0.3333333333,0.0]"
case_52381f88b508023a93ce,learner_c6f0e0f5ddc4cb7834,"[{""program"":""let v2 v3 = let v4 v0 v5 = match v5 with | [ ] -> v0 | ( v6 :: v1 ) -> v4 ( v0 + ( v6 * v6 ) ) v1 in let v7 = 767 in List . fold_left v4 v7 v3"",""diagnostic"":""| (v6::v1) -> v4 (v0+(v6*v6)) v1 in ^ Error: Unbound value v4"",""error_family"":""name"",""repeat_count"":1}]",1,1,1,"[1.0,0.0,0.0,0.0]"
case_5ece442c5c1abf1e3985,learner_0ec9d9ad34dfa970e0,"[{""program"":""let rec v4 v2 v3 = match v2 with | 234 -> [ ] | 232 -> v3 | v0 -> v1 ( ( v1 v3 v3 ) ( v4 ( v2 - 233 ) v3 ) )"",""diagnostic"":""| v0 -> v1 ( (v1 v3 v3) (v4 (v2-N) v3) );; ^^^^^^^^^^^^ Error: This expression has type int list This is not a function; it cannot be applied."",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v4 v2 v3 = if v2 = 234 then [ ] else if v2 = 232 then v3 else v1 ( v1 v3 v3 ) ( v4 ( v2 - 233 ) v3 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v4 v2 v3 = match v2 with | 234 -> [ ] | 232 -> v3 | v0 -> v1 ( ( v1 v3 v3 ) ( v4 ( v2 - 233 ) v3 ) )"",""diagnostic"":""| v0 -> v1 ( (v1 v3 v3) (v4 (v2-N) v3) );; ^^^^^^^^^^^^ Error: This expression has type int list This is not a function; it cannot be applied."",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.2142857143,0.5,0.2142857143,0.0714285714]"
case_b34be8df21d1c2d27e72,learner_1b2a456a837f4b9d6e,"[{""program"":""let rec v1 v0 = match v0 <= 522 with | true -> [ ] | false -> ( v1 v0 / 521 ) @ [ v0 % 521 ]"",""diagnostic"":""| false -> (v1 v0/N) @ [v0%N];; ^^^^^^^^^^^^^ Error: This expression has type 'a list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v1 v0 = match v0 <= 522 with | false -> ( v1 v0 / 521 ) @ [ v0 % 521 ] | true -> [ ]"",""diagnostic"":""| false -> (v1 v0/N) @ [v0%N] ^^^^^^^^^^^^^^^^^^ Error: This expression has type int but an expression was expected of type 'a list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v1 v0 = match v0 <= 522 with | true -> [ ] | false -> ( v1 v0 / 521 ) :: [ v0 % 521 ]"",""diagnostic"":""| false -> (v1 v0/N) :: [v0%N];; ^^^^^^^^^^^^^ Error: This expression has type 'a list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1}]",1,1,1,"[0.0,0.0,0.2857142857,0.7142857143]"
case_f16f27e7b08029103170,learner_c6f0e0f5ddc4cb7834,"[{""program"":""let v9 v4 v3 = let v14 ( v4 , v3 ) = let v8 v11 v12 = match v12 with | [ ] -> [ ] | ( v5 , v13 ) -> [ ]"",""diagnostic"":""| (v5,v1N) -> [];; ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let v9 v4 v3 = let v14 ( v4 , v3 ) = let v8 v11 v12 = match v12 with | ( v5 , v13 ) -> ( v5 + v13 ) :: v11"",""diagnostic"":""| (v5,v1N) -> (v5+v1N)::v1N;; ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":2},{""program"":""let v9 v4 v3 = let v14 ( v4 , v3 ) = let v8 v11 v12 = match v12 with | ( v5 , v13 ) -> ( v5 + v13 ) :: v11 in let v7 = [ ] in let v15 = match ( List . rev ( List . combine v4 , v3 ) ) with | ( v6 :: v1 ) -> v6 in let ( v16 , v0 ) = List . fold_left v8 v7 v15 in v0 in v10 ( v14 ( v2 v4 v3 ) )"",""diagnostic"":""let v1N = match (List.rev (List.combine v4,v3)) with ^^^^^^^^^^^^^^^^^^^^ Error: This expression has type 'a * 'b but an expression was expected of type 'c list"",""error_family"":""typing"",""repeat_count"":1}]",1,1,1,"[0.3863636364,0.4886363636,0.125,0.0]"
case_769af154875fe31fdf9b,learner_a5f183b862bff5ddc0,"[{""program"":""let v13 v9 v12 = let v7 v4 v8 = match v4 with ( v3 :: v6 , v0 ) -> ( v6 , v16 ( v1 v8 v0 ) v0 ) in let v14 = ( List . rev v9 , [ ] ) in let v2 = List . rev v12 in let ( v5 , v15 ) = List . fold_left v7 v14 v2 in v15"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v13 v9 v12 = let v7 v4 v8 = match v4 with ( v3 :: v6 , v0 ) -> ( v6 , v16 ( v1 v8 v0 ) v0 ) in let v14 = ( List . rev v9 , [ 225 ] ) in let v2 = List . rev v12 in let ( v5 , v15 ) = List . fold_left v7 v14 v2 in v15"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v13 v9 v12 = let v7 v4 v8 = match v4 with ( v3 :: v6 , v11 :: v10 ) -> ( v6 , ( v16 ( v1 v8 v11 ) v0 ) :: v10 ) in let v14 = ( List . rev v9 , [ 225 ] ) in let v2 = List . rev v12 in let ( v5 , v15 ) = List . fold_left v7 v14 v2 in v15"",""diagnostic"":""(v6, (v1N (v1 v8 v1N) v0)::v1N) ^ Error: Unbound value v0"",""error_family"":""name"",""repeat_count"":1}]",1,1,0,"[0.0416666667,0.6666666667,0.2083333333,0.0833333333]"
case_9d92fff908b42f29155b,learner_6d3df0cd681260acd4,"[{""program"":""let rec v0 v1 = match v1 with | [ ] -> [ ] ; | v3 :: v2 -> v3 :: v0 ( v2 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v0 v1 = match v1 with | [ ] -> [ ] ; | v0 ( v2 ) :: v3 ;"",""diagnostic"":""|v0(v2):: v3;;; ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let rec v0 v1 = match v1 with | [ ] -> [ ] ; | v0 ( v2 ) :: v1 ;"",""diagnostic"":""|v0(v2):: v1;;; ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",1,1,0,"[0.0,0.0,0.6363636364,0.3636363636]"
case_dcc953abfe0beae3d88f,learner_32601cb07e35076db5,"[{""program"":""let rec v2 v0 v1 = if List . hd v0 = [ ] && List . hd v1 = [ ] then true else if List . hd v0 != List . hd v1 then false else v2 List . tl v0 List . tl v1"",""diagnostic"":""else v2 List.tl v0 List.tl v1;; ^^^^^^^^^^^ Error: This function has type 'a list list -> 'a list list -> bool It is applied to too many arguments; maybe you forgot a `;'."",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v2 v0 v1 = if ( List . hd v0 ) = [ ] && ( List . hd v1 ) = [ ] then true else if ( List . hd v0 ) != ( List . hd v1 ) then false else v2 ( List . tl v0 ) ( List . tl v1 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v2 v0 v1 = if ( List . hd v0 ) = [ ] && ( List . hd v1 ) = [ ] then true else if ( ( List . hd v0 ) - ( List . hd v1 ) ) != 491 then false else v2 ( List . tl v0 ) ( List . tl v1 )"",""diagnostic"":""else if ((List.hd v0) - (List.hd v1)) != N then false ^^^^^^^^^^^ Error: This expression has type 'a list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.0,0.1111111111,0.4444444444999999,0.4444444444]"
case_9223f00aabd2408a9666,learner_a5f183b862bff5ddc0,"[{""program"":""let v4 v0 = let v6 v3 v2 = match v2 with [ ] -> 144 | v1 -> v2 v3 in let v5 = v7 in List . fold_left v6 v5 v0"",""diagnostic"":""v2 v3 ^ Error: This expression has type 'a list This is not v3 function; it cannot be applied."",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v4 v0 = let v6 v3 v2 = fun v3 v2 v7 -> v2 v3 in let v5 = v7 in List . fold_left v6 v5 v0"",""diagnostic"":""let v5 = v7 in ^ Error: Unbound value v7"",""error_family"":""name"",""repeat_count"":1},{""program"":""let v4 v0 = let v6 v3 v2 = fun v3 v2 v7 -> v2 v3 in let v5 = 144 in List . fold_left v6 v5 v0"",""diagnostic"":""List.fold_left v6 v5 v0;; ^^^^ Error: This expression has type int but an expression was expected of type 'a -> ('a -> 'b) -> 'c -> 'b"",""error_family"":""typing"",""repeat_count"":1}]",1,1,0,"[0.0,0.1666666667,0.7222222222,0.1111111111]"
case_07bc3d69c8ce78cab1d4,learner_dd92fe23693bbe1115,"[{""program"":""let rec v1 v0 = ( v1 ( v0 / 152 ) ) @ [ v0 mod 152 ]"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":4},{""program"":""let rec v1 v0 = match v0 with | v0 <= 151 -> [ ] | v0 > 151 -> ( v1 ( v0 / 152 ) ) @ [ v0 mod 152 ]"",""diagnostic"":""| v0<=N -> [] ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let rec v1 v0 = match v0 with if v0 <= 151 then [ ] else ( v1 ( v0 / 152 ) ) @ [ v0 mod 152 ]"",""diagnostic"":""if v0<=N then [] ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",0,0,0,"[1.0,0.0,0.0,0.0]"
case_52f77efefbec74c6ccfa,learner_4561404ba13fa0c0a9,"[{""program"":""let rec v2 v3 v1 = let v0 = match v1 with | 703 -> [ ] | v4 -> v3 :: v2 v3 v1 - 702"",""diagnostic"":""| v4 -> v3 :: v2 v3 v1-N;; ^^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let rec v2 v3 v1 = let v0 = match v1 with | 703 -> [ ] | v4 -> v3 :: v2 v3 v1 - 702 in v0 v1"",""diagnostic"":""| v4 -> v3 :: v2 v3 v1-N ^^^^^^^^^^^ Error: This expression has type int but an expression was expected of type 'a list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v2 v3 v1 = let v0 = match v1 with | 703 -> [ ] | v4 -> v3 :: v2 v3 ( v1 - 702 ) in v0 v1"",""diagnostic"":""v0 v1;; ^^^^^^ Error: This expression has type 'a list This is not a function; it cannot be applied."",""error_family"":""typing"",""repeat_count"":1}]",1,1,1,"[0.4285714285,0.0,0.1428571429,0.4285714286]"
case_5b5f80ed4f0a0b1eab38,learner_3e74ad9d9ab3c0a0ab,"[{""program"":""let rec v6 ( v5 , v3 , v7 ) = match v5 with C6 -> v3 | C8 -> v7 | C5 v1 -> sin ( v6 ( v1 , v3 , v7 ) +! v0 ) | C1 v1 -> cos ( v6 ( v1 , v3 , v7 ) +! v0 ) | C2 ( v1 , v2 ) -> ( ( v6 ( v1 , v3 , v7 ) +!!! v6 ( v2 , v3 , v7 ) ) +!! 230 . ) | C0 ( v1 , v2 ) -> v6 ( v1 , v3 , v7 ) +! v6 ( v2 , v3 , v7 ) | C4 ( v1 , v2 , v4 , v8 ) -> v3"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":2},{""program"":""let rec v6 ( v5 , v3 , v7 ) = match v5 with C6 -> v3 | C8 -> v7 | C5 v1 -> sin ( v6 ( v1 , v3 , v7 ) +! v0 ) | C1 v1 -> cos ( v6 ( v1 , v3 , v7 ) +! v0 ) | C2 ( v1 , v2 ) -> ( ( v6 ( v1 , v3 , v7 ) +!!! v6 ( v2 , v3 , v7 ) ) +!! 230 . ) | C0 ( v1 , v2 ) -> v6 ( v1 , v3 , v7 ) +! v6 ( v2 , v3 , v7 ) | C4 ( v1 , v2 , v4 , v8 ) -> if ( v6 ( v1 , v3 , v7 ) < v6 ( v2 , v3 , v7 ) ) then v6 ( v4 , v3 , v7 ) else v6 ( v8 , v3 , v7 )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":6},{""program"":""let rec v6 ( v5 , v3 , v7 ) = match v5 with C6 -> v3 | C8 -> v7 | C5 v1 -> sin ( v6 ( v1 , v3 , v7 ) +! v0 ) | C1 v1 -> cos ( v6 ( v1 , v3 , v7 ) +! v0 ) | C2 ( v1 , v2 ) -> ( ( v6 ( v1 , v3 , v7 ) +!!! v6 ( v2 , v3 , v7 ) ) +!! 230 . ) | C0 ( v1 , v2 ) -> v6 ( v1 , v3 , v7 ) +! v6 ( v2 , v3 , v7 ) | C4 ( v1 , v2 , v4 , v8 ) -> if ( v6 ( v1 , v3 , v7 ) < v6 ( v2 , v3 , v7 ) ) then v6 ( v4 , v3 , v7 ) else v6 ( v8 , v3 , v7 ) | C7 ( v1 , v2 ) -> if ( v6 ( v1 , v3 , v7 ) < v6 ( v2 , v3 , v7 ) ) then . 232 * v6 ( v1 , v3 , v7 ) else . 231 * v6 ( v1 , v3 , v7 ) | C3 ( v1 , v2 , v4 ) if ( v6 ( v1 , v3 , v7 ) < v6 ( v2 , v3 , v7 ) ) then v6 ( v2 , v3 , v7 ) else if ( v6 ( v1 , v3 , v7 ) > v6 ( v4 , v3 , v7 ) ) then v6 ( v4 , v3 , v7 )"",""diagnostic"":""| C7 (v1,v2) -> if (v6(v1,v3,v7) < v6(v2,v3,v7)) then .N*v6(v1,v3,v7) else .N*v6(v1,v3,v7) ^ Error: Syntax error"",""error_family"":""syntax"",""repeat_count"":1}]",1,1,1,"[0.0,0.0,0.3888888889,0.6111111111]"
case_2bd3b1a4c1c652a01d97,learner_647b9920f35e9a3b3b,"[{""program"":""let rec v2 v0 = let v5 = ( v3 v0 ) in if v5 = 455 then 455 else let v1 = ( v6 455 ) in if v5 >= 456 then v2 v5 else v1"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v2 v0 = let v5 = ( v3 v0 ) in let v4 = ( v6 v1 ) in let v1 = v4 in if v5 >= 456 then v2 v5 else v1"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let rec v2 v0 = v2 ( v0 , 455 )"",""diagnostic"":""let rec v2 v0 = v2 (v0, N);; ^ Error: This expression has type 'a * 'b but an expression was expected of type 'a The type variable 'a occurs inside 'a * 'b"",""error_family"":""typing"",""repeat_count"":1}]",0,0,0,"[0.0,1.0,0.0,0.0]"
case_82c5823bf26db8fca701,learner_3ce15c30398ba438cd,"[{""program"":""let rec v6 ( v7 , v2 , v5 ) = match v7 with | C7 -> v2 | C3 -> v5 | C0 v9 -> sin ( v0 +!! v6 ( v9 , v2 , v5 ) ) | C5 v9 -> cos ( v0 +!! v6 ( v9 , v2 , v5 ) ) | C4 ( v3 , v1 ) -> ( v6 ( v3 , v2 , v5 ) +!!! v6 ( v1 , v2 , v5 ) ) +! 677.0 | C6 ( v3 , v1 ) -> v6 ( v3 , v2 , v5 ) +!! v6 ( v1 , v2 , v5 ) | C2 ( v3 , v1 , v4 , v8 ) -> if v6 ( v3 , v2 , v5 ) < v6 ( v1 , v2 , v5 ) then v6 ( v4 , v2 , v5 ) else v6 ( v8 , v2 , v5 ) | C8 v9 -> sqrt ( v6 ( v9 , v2 , v5 ) ( | C1 ( v3 , v1 , v4 ) -> sqrt ( ( sqrt v6 ( v9 , v2 , v2 ) ) ( sqrt v6 ( v9 , v2 , v5 ) ) ( sqrt v6 ( v9 , v5 , v5 ) ) )"",""diagnostic"":""| C1 (v3,v1,v4) -> sqrt ((sqrt v6(v9,v2,v2)) (sqrt v6(v9,v2,v5)) (sqrt v6(v9,v5,v5)));; ^ Error: Syntax error: operator expected."",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let rec v6 ( v7 , v2 , v5 ) = match v7 with | C7 -> v2 | C3 -> v5 | C0 v9 -> sin ( v0 +!! v6 ( v9 , v2 , v5 ) ) | C5 v9 -> cos ( v0 +!! v6 ( v9 , v2 , v5 ) ) | C4 ( v3 , v1 ) -> ( v6 ( v3 , v2 , v5 ) +!!! v6 ( v1 , v2 , v5 ) ) +! 677.0 | C6 ( v3 , v1 ) -> v6 ( v3 , v2 , v5 ) +!! v6 ( v1 , v2 , v5 ) | C2 ( v3 , v1 , v4 , v8 ) -> if v6 ( v3 , v2 , v5 ) < v6 ( v1 , v2 , v5 ) then v6 ( v4 , v2 , v5 ) else v6 ( v8 , v2 , v5 ) | C8 v9 -> sqrt ( v6 ( v9 , v2 , v5 ) ) | C1 ( v3 , v1 , v4 ) -> sqrt ( ( sqrt v6 ( v9 , v2 , v2 ) ) ( sqrt v6 ( v9 , v2 , v5 ) ) ( sqrt v6 ( v9 , v5 , v5 ) ) )"",""diagnostic"":""| C1 (v3,v1,v4) -> sqrt ((sqrt v6(v9,v2,v2)) (sqrt v6(v9,v2,v5)) (sqrt v6(v9,v5,v5)));; ^^^^ Error: This function has type float -> float It is applied to too many arguments; maybe you forgot a `;'."",""error_family"":""typing"",""repeat_count"":1},{""program"":""let rec v6 ( v7 , v2 , v5 ) = match v7 with | C7 -> v2 | C3 -> v5 | C0 v9 -> sin ( v0 +!! v6 ( v9 , v2 , v5 ) ) | C5 v9 -> cos ( v0 +!! v6 ( v9 , v2 , v5 ) ) | C4 ( v3 , v1 ) -> ( v6 ( v3 , v2 , v5 ) +!!! v6 ( v1 , v2 , v5 ) ) +! 677.0 | C6 ( v3 , v1 ) -> v6 ( v3 , v2 , v5 ) +!! v6 ( v1 , v2 , v5 ) | C2 ( v3 , v1 , v4 , v8 ) -> if v6 ( v3 , v2 , v5 ) < v6 ( v1 , v2 , v5 ) then v6 ( v4 , v2 , v5 ) else v6 ( v8 , v2 , v5 ) | C8 v9 -> sqrt ( v6 ( v9 , v2 , v5 ) ) | C1 ( v3 , v1 , v4 ) -> sqrt ( ( sqrt ( v6 ( v9 , v2 , v2 ) ) ) ( sqrt ( v6 ( v9 , v2 , v5 ) ) ) ( sqrt ( v6 ( v9 , v5 , v5 ) ) ) )"",""diagnostic"":""| C1 (v3,v1,v4) -> sqrt ((sqrt (v6(v9,v2,v2))) (sqrt (v6(v9,v2,v5))) (sqrt (v6(v9,v5,v5))));; ^^ Error: Unbound value v9"",""error_family"":""name"",""repeat_count"":1}]",1,1,0,"[0.0,0.0,0.0,1.0]"
case_fa0e05efcc9ca5460bbf,learner_0ec9d9ad34dfa970e0,"[{""program"":""let v4 v0 = let v5 v3 v2 = failwith \""s548\"" in let v1 = failwith \""s548\"" in List . fold_left v5 v1 v0"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":5},{""program"":""let v4 v0 = let v5 v3 v2 = fun ( fun v3 ) v2 in let v1 = fun v2 -> v2 in List . fold_left v5 v1 v0"",""diagnostic"":""let v5 v3 v2 = fun (fun v3) v2 in ^^^ Error: Syntax error: operator expected."",""error_family"":""syntax"",""repeat_count"":1},{""program"":""let v4 v0 = let v5 v3 v2 = fun ( fun v1 v3 ) v2 in let v1 = fun v2 -> v2 in List . fold_left v5 v1 v0"",""diagnostic"":""let v5 v3 v2 = fun (fun v1 v3) v2 in ^^^ Error: Syntax error: operator expected."",""error_family"":""syntax"",""repeat_count"":1}]",1,1,1,"[0.0,1.0,0.0,0.0]"
case_3ce7eba5c40da28adc52,learner_b043099f14d9ba10f2,"[{""program"":""let v0 v1 v4 = let v2 ( v1 , v4 ) = let v8 v3 v11 = ( [ v11 + 598 ] , [ v11 + 597 ] ) in let v9 = ( [ ] , [ ] ) in let v12 = ( v1 , v4 ) in let ( v10 , v6 ) = List . fold_left v8 v9 v12 in v6 in v5 ( v2 ( v7 v1 v4 ) )"",""diagnostic"":""let (v1N, v6) = List.fold_left v8 v9 v1N in ^^^^ Error: This expression has type 'a * 'b but an expression was expected of type int list"",""error_family"":""typing"",""repeat_count"":1},{""program"":""let v0 v1 v4 = let v2 ( v1 , v4 ) = let v8 v3 v11 = ( [ v11 + 598 ] , [ v11 + 597 ] ) in let v9 = ( [ ] , [ ] ) in let v12 = v1 in let ( v10 , v6 ) = List . fold_left v8 v9 v12 in v6 in v5 ( v2 ( v7 v1 v4 ) )"",""diagnostic"":"""",""error_family"":""clear"",""repeat_count"":1},{""program"":""let v0 v1 v4 = let v2 ( v1 , v4 ) = let v8 v3 v11 = ( [ v11 + 598 ] , [ v11 + 597 ] ) in let v9 = ( [ ] , [ ] ) in let v12 = [ ( v1 , v4 ) ] in let ( v10 , v6 ) = List . fold_left v8 v9 v12 in v6 in v5 ( v2 ( v7 v1 v4 ) )"",""diagnostic"":""let (v1N, v6) = List.fold_left v8 v9 v1N in ^^^^ Error: This expression has type ('a * 'b) list but an expression was expected of type int list Type 'a * 'b is not compatible with type int"",""error_family"":""typing"",""repeat_count"":1}]",1,1,1,"[0.0,0.0,1.0,0.0]"
case_1d5b5ee38d98de5dba07,learner_0def1ab221d6944b7c,"[{""program"":""let v2 v0 v4 = let v3 = ( List . length v0 - List . length v4 ) in if v3 >= 224 then ( v0 , ( v1 224 v3 ) @ v4 ) else ( ( v1 224 - v3 ) @ v0 , v4 )"",""diagnostic"":""else ((v1 N -v3) @ v0, v4);; ^^^^^^^ Error: This expression has type int -> int list but an expression was expected of type int"",""error_family"":""typing"",""repeat_count"":1}]",1,0,0,"[0.0,0.0,0.0,1.0]"
